PCTIME	PHB	RECORD	DEM0	DEM1	DEM2	DEM3	PWR0	PWR1	PWR2	PWR3	RF POWER	FREQUENCY
41620	0	0	5	10	-2	20	-63481	-70817	-58842	-53616	-40	39.900000
41620	0	0	40	49	29	37	-63531	-70893	-58877	-53670	-40	39.900000
41620	0	0	6	12	5	19	-63476	-70816	-58827	-53622	-40	39.900000
41620	0	0	8	17	-6	17	-63509	-70869	-58863	-53635	-40	39.900000
41620	0	0	23	28	7	24	-63525	-70875	-58861	-53634	-40	39.900000
41620	0	0	4	13	-4	18	-63487	-70857	-58848	-53626	-40	39.900000
41620	0	0	1	6	3	25	-63526	-70888	-58866	-53647	-40	39.900000
41620	0	0	33	29	11	16	-63620	-70984	-58959	-53726	-40	39.900000
41620	0	0	22	19	3	13	-63566	-70944	-58906	-53685	-40	39.900000
41620	0	0	13	13	3	22	-63471	-70827	-58824	-53607	-40	39.900000
41620	0	0	15	14	8	27	-63561	-70915	-58899	-53688	-40	39.900000
41620	0	0	3	23	1	31	-63487	-70821	-58823	-53644	-40	39.900000
41620	0	0	3	17	-5	24	-63439	-70790	-58792	-53589	-40	39.900000
41620	0	0	-30	-10	-19	13	-63713	-71045	-58942	-53707	-40	39.900000
41620	0	0	10	17	1	18	-63729	-71026	-58893	-53683	-40	39.900000
41620	0	0	2	18	-9	17	-63482	-70842	-58856	-53650	-40	39.900000
41620	0	0	20	31	14	31	-63544	-70890	-58904	-53696	-40	39.900000
41620	0	0	19	34	15	34	-63524	-70877	-58896	-53697	-40	39.900000
41620	0	0	10	29	9	35	-63574	-70936	-58929	-53716	-40	39.900000
41620	0	0	18	23	15	27	-63603	-70940	-58922	-53738	-40	39.900000
41620	0	0	17	38	18	40	-63534	-70913	-58893	-53681	-40	39.900000
41620	0	0	12	16	6	20	-63520	-70880	-58864	-53668	-40	39.900000
41620	0	0	6	3	9	20	-63515	-70879	-58867	-53664	-40	39.900000
42621	0	0	-1	10	8	28	-63582	-70934	-58916	-53701	-40	39.900000
42621	0	0	29	27	14	38	-63620	-70958	-58953	-53734	-40	39.900000
42621	0	0	25	48	6	35	-63579	-70916	-58901	-53708	-40	39.900000
42621	0	0	10	20	1	26	-63536	-70877	-58873	-53662	-40	39.900000
42621	0	0	21	28	10	27	-63598	-70950	-58924	-53717	-40	39.900000
42621	0	0	0	19	-3	26	-63527	-70887	-58859	-53657	-40	39.900000
42621	0	0	12	22	4	27	-63535	-70886	-58885	-53662	-40	39.900000
42621	0	0	8	25	-3	28	-63574	-70890	-58914	-53703	-40	39.900000
42621	0	0	-12	-10	-18	1	-63653	-70986	-58980	-53758	-40	39.900000
42621	0	0	11	26	9	32	-63541	-70872	-58895	-53690	-40	40.000000
42621	0	0	-2	12	-2	13	-63627	-70951	-58959	-53740	-40	40.000000
42621	0	0	-10	-7	-13	10	-63638	-70992	-58958	-53749	-40	40.000000
42621	0	0	-2	17	6	28	-63627	-70983	-58948	-53725	-40	40.000000
42621	0	0	12	21	9	32	-63589	-70936	-58915	-53702	-40	40.000000
42621	0	0	6	8	-4	17	-63559	-70901	-58879	-53667	-40	40.000000
42621	0	0	8	11	-4	8	-63578	-70928	-58912	-53678	-40	40.000000
42621	0	0	26	24	13	17	-63551	-70888	-58877	-53653	-40	40.000000
42621	0	0	-2	-9	-1	17	-63582	-70943	-58924	-53696	-40	40.000000
42621	0	0	-1	12	-2	28	-63564	-70932	-58906	-53683	-40	40.000000
42621	0	0	9	29	-7	30	-63593	-70965	-58933	-53705	-40	40.000000
42621	0	0	19	16	6	27	-63526	-70904	-58878	-53660	-40	40.000000
42621	0	0	9	31	4	27	-63518	-70858	-58865	-53640	-40	40.000000
42621	0	0	-3	-2	-11	1	-63604	-70989	-58940	-53701	-40	40.000000
42621	0	0	4	11	2	23	-63577	-70949	-58923	-53678	-40	40.000000
42621	0	0	20	24	11	26	-63577	-70957	-58905	-53680	-40	40.000000
43621	0	0	22	35	5	34	-63785	-71108	-59055	-53683	-40	40.000000
43621	0	0	0	21	-16	17	-63869	-71151	-59130	-53730	-40	40.000000
43621	0	0	2	13	-10	10	-63845	-71095	-59092	-53695	-40	40.000000
43621	0	0	11	22	0	27	-63916	-71197	-59172	-53762	-40	40.000000
43621	0	0	28	33	17	33	-63857	-71147	-59099	-53699	-40	40.000000
43621	0	0	18	21	-1	15	-63791	-71013	-59029	-53649	-40	40.000000
43621	0	0	29	38	9	31	-63806	-71075	-59072	-53685	-40	40.000000
43621	0	0	13	19	-3	21	-63844	-71123	-59104	-53724	-40	40.000000
43621	0	0	7	15	-6	19	-63805	-71074	-59071	-53684	-40	40.000000
43621	0	0	28	43	13	34	-63686	-70949	-58967	-53583	-40	40.000000
43621	0	0	21	26	7	30	-63766	-71035	-59010	-53633	-40	40.000000
43621	0	0	3	15	-7	17	-63888	-71173	-59133	-53739	-40	40.000000
43621	0	0	7	4	1	16	-63852	-71141	-59104	-53707	-40	40.000000
43621	0	0	13	16	8	20	-63878	-71128	-59115	-53729	-40	40.000000
43621	0	0	8	12	12	25	-63958	-71229	-59177	-53797	-40	40.000000
43621	0	0	24	27	9	23	-63907	-71160	-59135	-53740	-40	40.000000
43621	0	0	11	26	-4	11	-63816	-71056	-59057	-53671	-40	40.000000
43621	0	0	30	36	21	40	-63849	-71114	-59097	-53705	-40	40.000000
43621	0	0	19	14	7	16	-63832	-71102	-59072	-53685	-40	40.000000
43621	0	0	15	23	6	21	-63855	-71100	-59096	-53695	-40	40.000000
43621	0	0	15	25	8	25	-63997	-71263	-59234	-53822	-40	40.000000
43621	0	0	11	25	11	27	-63847	-71088	-59093	-53698	-40	40.000000
43621	0	0	19	18	13	25	-63885	-71140	-59124	-53727	-40	40.000000
43621	0	0	13	24	9	29	-63870	-71119	-59102	-53708	-40	40.000000
43621	0	0	7	10	15	28	-63940	-71187	-59187	-53772	-40	40.000000
44621	0	0	2	14	-7	17	-63906	-71158	-59143	-53739	-40	40.000000
44621	0	0	6	31	-2	30	-63916	-71181	-59165	-53758	-40	40.000000
44621	0	0	8	19	-4	16	-63888	-71136	-59142	-53739	-40	40.000000
44621	0	0	13	31	-6	23	-63753	-70981	-59007	-53618	-40	40.000000
44621	0	0	3	13	-11	18	-63767	-71044	-59035	-53644	-40	40.000000
44621	0	0	14	17	11	18	-63740	-71011	-58990	-53623	-40	40.000000
44621	0	0	1	15	-12	20	-63869	-71142	-59123	-53723	-40	40.000000
44621	0	0	4	3	0	15	-63892	-71149	-59153	-53751	-40	40.000000
44621	0	0	17	20	7	26	-63869	-71135	-59132	-53744	-40	40.000000
44621	0	0	6	9	-2	19	-63812	-71072	-59067	-53677	-40	40.100000
44621	0	0	3	-1	6	23	-63853	-71138	-59105	-53709	-40	40.100000
44621	0	0	16	19	23	39	-63854	-71106	-59112	-53726	-40	40.100000
44621	0	0	9	20	1	22	-63845	-71115	-59075	-53697	-40	40.100000
44621	0	0	6	22	3	29	-63868	-71156	-59094	-53714	-40	40.100000
44621	0	0	7	22	-2	19	-63927	-71195	-59164	-53777	-40	40.100000
44621	0	0	8	27	-10	18	-63901	-71169	-59126	-53741	-40	40.100000
44621	0	0	-8	1	-14	6	-63817	-71059	-59045	-53673	-40	40.100000
44621	0	0	19	22	20	33	-63843	-71096	-59098	-53707	-40	40.100000
44621	0	0	18	35	12	36	-63829	-71082	-59092	-53689	-40	40.100000
44621	0	0	12	19	12	24	-63820	-71106	-59067	-53682	-40	40.100000
44621	0	0	11	25	2	19	-63908	-71163	-59154	-53759	-40	40.100000
44621	0	0	13	24	4	22	-63922	-71183	-59159	-53741	-40	40.100000
44621	0	0	22	37	0	25	-63901	-71134	-59124	-53715	-40	40.100000
44621	0	0	29	37	10	35	-63760	-71012	-59016	-53624	-40	40.100000
44621	0	0	16	15	3	12	-63849	-71083	-59103	-53688	-40	40.100000
45621	0	0	9	36	-6	34	-63975	-71202	-59162	-53618	-40	40.100000
45621	0	0	12	14	4	15	-63906	-71161	-59118	-53624	-40	40.100000
45621	0	0	14	31	-7	24	-64040	-71302	-59243	-53725	-40	40.100000
45621	0	0	31	33	6	28	-63938	-71202	-59158	-53643	-40	40.100000
45621	0	0	12	3	2	13	-63958	-71214	-59181	-53671	-40	40.100000
45621	0	0	8	20	1	29	-63978	-71252	-59185	-53685	-40	40.100000
45621	0	0	21	29	7	34	-63996	-71254	-59199	-53696	-40	40.100000
45621	0	0	3	8	0	19	-64043	-71314	-59256	-53730	-40	40.100000
45621	0	0	28	28	11	23	-63954	-71235	-59180	-53686	-40	40.100000
45621	0	0	7	19	-6	24	-64019	-71309	-59247	-53738	-40	40.100000
45621	0	0	6	17	-4	17	-63957	-71240	-59185	-53679	-40	40.100000
45621	0	0	17	33	17	39	-64027	-71338	-59251	-53741	-40	40.100000
45621	0	0	15	25	-5	19	-63935	-71236	-59149	-53656	-40	40.100000
45621	0	0	24	31	0	24	-63859	-71118	-59098	-53593	-40	40.100000
45621	0	0	7	25	5	25	-63819	-71076	-59044	-53560	-40	40.100000
45621	0	0	19	39	3	30	-63969	-71243	-59183	-53680	-40	40.100000
45621	0	0	16	23	-3	21	-64027	-71309	-59241	-53737	-40	40.100000
45621	0	0	7	2	0	8	-64050	-71347	-59265	-53759	-40	40.100000
45621	0	0	17	20	-1	21	-63931	-71203	-59158	-53654	-40	40.100000
45621	0	0	20	13	11	19	-63929	-71209	-59143	-53647	-40	40.100000
45621	0	0	10	16	3	27	-63932	-71187	-59132	-53625	-40	40.100000
45621	0	0	7	0	-13	5	-63923	-71198	-59138	-53631	-40	40.100000
45621	0	0	4	15	-5	22	-63924	-71207	-59132	-53639	-40	40.100000
45621	0	0	26	26	9	28	-63942	-71203	-59138	-53641	-40	40.100000
45621	0	0	-7	4	-16	10	-63965	-71237	-59165	-53665	-40	40.100000
46621	0	0	35	33	24	28	-63979	-71222	-59166	-53666	-40	40.100000
46621	0	0	15	29	5	32	-63974	-71259	-59175	-53686	-40	40.100000
46621	0	0	33	31	18	30	-64066	-71318	-59256	-53767	-40	40.100000
46621	0	0	9	23	5	32	-63986	-71227	-59177	-53698	-40	40.100000
46621	0	0	0	17	-3	28	-64038	-71323	-59251	-53745	-40	40.100000
46621	0	0	19	21	0	20	-64097	-71381	-59293	-53779	-40	40.100000
46621	0	0	7	13	-6	15	-64068	-71345	-59270	-53781	-40	40.100000
46621	0	0	18	18	-1	12	-63983	-71248	-59190	-53699	-40	40.100000
46621	0	0	6	15	-14	12	-64035	-71310	-59226	-53747	-40	40.100000
46621	0	0	6	16	8	26	-63996	-71272	-59209	-53717	-40	40.200000
46621	0	0	15	35	3	27	-64012	-71283	-59211	-53723	-40	40.200000
46621	0	0	11	25	6	34	-63984	-71262	-59205	-53697	-40	40.200000
46621	0	0	-4	8	-7	18	-64016	-71301	-59234	-53738	-40	40.200000
46621	0	0	19	12	7	7	-63985	-71251	-59200	-53705	-40	40.200000
46621	0	0	-8	5	-17	10	-64074	-71362	-59275	-53778	-40	40.200000
46621	0	0	17	20	10	27	-64001	-71289	-59218	-53714	-40	40.200000
46621	0	0	17	20	10	18	-64064	-71354	-59271	-53767	-40	40.200000
46621	0	0	-4	21	-17	21	-64044	-71291	-59241	-53742	-40	40.200000
46621	0	0	22	29	21	36	-63948	-71211	-59180	-53689	-40	40.200000
46621	0	0	14	11	-3	17	-64583	-71668	-59362	-54099	-40	40.200000
46621	0	0	16	19	8	22	-64049	-71296	-59266	-53768	-40	40.200000
46621	0	0	7	19	9	27	-64124	-71393	-59327	-53821	-40	40.200000
46621	0	0	19	27	11	32	-64061	-71303	-59255	-53762	-40	40.200000
46621	0	0	-4	25	-12	26	-64086	-71343	-59289	-53771	-40	40.200000
46621	0	0	14	19	3	26	-63925	-71164	-59145	-53654	-40	40.200000
47621	0	0	22	28	11	24	-64207	-71396	-59299	-53663	-40	40.200000
47621	0	0	21	33	4	37	-64134	-71335	-59252	-53627	-40	40.200000
47621	0	0	15	13	1	25	-64275	-71540	-59388	-53750	-40	40.200000
47621	0	0	3	23	-14	14	-64212	-71433	-59326	-53696	-40	40.200000
47621	0	0	2	16	-4	14	-64277	-71524	-59396	-53743	-40	40.200000
47621	0	0	5	13	4	26	-64240	-71468	-59368	-53718	-40	40.200000
47621	0	0	6	5	1	18	-64283	-71506	-59396	-53725	-40	40.200000
47621	0	0	14	24	19	34	-64272	-71526	-59402	-53746	-40	40.200000
47621	0	0	15	23	9	19	-64192	-71453	-59314	-53683	-40	40.200000
47621	0	0	11	19	5	31	-64292	-71541	-59412	-53773	-40	40.200000
47621	0	0	9	26	-3	24	-64252	-71496	-59370	-53723	-40	40.200000
47621	0	0	7	24	-6	23	-64221	-71465	-59356	-53708	-40	40.200000
47621	0	0	14	14	-4	9	-64189	-71388	-59300	-53648	-40	40.200000
47621	0	0	14	22	4	30	-64243	-71451	-59353	-53678	-40	40.200000
47621	0	0	7	9	-6	15	-64259	-71479	-59351	-53691	-40	40.200000
47621	0	0	16	24	12	27	-64503	-71671	-59422	-53862	-40	40.200000
47621	0	0	13	17	-4	15	-64215	-71429	-59315	-53655	-40	40.200000
47621	0	0	11	1	-4	3	-64124	-71354	-59252	-53604	-40	40.200000
47621	0	0	18	19	2	21	-64338	-71581	-59466	-53785	-40	40.200000
47621	0	0	12	24	-7	17	-64302	-71536	-59427	-53740	-40	40.200000
47621	0	0	14	20	6	31	-64287	-71533	-59388	-53719	-40	40.200000
47621	0	0	-1	5	-11	12	-64238	-71462	-59358	-53700	-40	40.200000
47621	0	0	14	31	-7	24	-64194	-71436	-59301	-53652	-40	40.200000
47621	0	0	12	22	2	28	-64177	-71405	-59297	-53640	-40	40.200000
47621	0	0	16	15	-11	6	-64184	-71412	-59313	-53656	-40	40.200000
48621	0	0	7	19	4	26	-64257	-71459	-59361	-53693	-40	40.200000
48621	0	0	14	16	3	20	-64238	-71460	-59346	-53681	-40	40.200000
48621	0	0	7	11	-5	20	-64153	-71404	-59280	-53629	-40	40.200000
48621	0	0	27	27	12	33	-64099	-71311	-59218	-53572	-40	40.200000
48621	0	0	3	12	-7	18	-64210	-71442	-59321	-53661	-40	40.200000
48621	0	0	11	6	3	12	-64242	-71472	-59363	-53695	-40	40.200000
48621	0	0	1	6	2	23	-64254	-71503	-59369	-53702	-40	40.200000
48621	0	0	3	15	1	28	-64231	-71465	-59349	-53700	-40	40.200000
48621	0	0	82	7	18	73	-64458	-71396	-59356	-53802	-40	40.200000
48621	0	0	12	30	-6	43	-64369	-71373	-59370	-53796	-40	40.300000
48621	0	0	30	21	2	55	-64409	-71444	-59463	-53875	-40	40.300000
48621	0	0	-6	0	-16	-15	-64256	-71434	-59378	-53809	-40	40.300000
48621	0	0	18	25	16	40	-64263	-71448	-59420	-54202	-40	40.300000
48621	0	0	1	12	-3	56	-64238	-71433	-59370	-53959	-40	40.300000
48621	0	0	8	26	0	-17	-64326	-71479	-59387	-54040	-40	40.300000
48621	0	0	15	2	-5	33	-64324	-71411	-59332	-53907	-40	40.300000
48621	0	0	-25	3	-14	-15	-64751	-71464	-59358	-54251	-40	40.300000
48621	0	0	-5	31	17	27	-64512	-71450	-59320	-53866	-40	40.300000
48621	0	0	-30	16	4	4	-64507	-71387	-59271	-53789	-40	40.300000
48621	0	0	-18	37	0	28	-65184	-71350	-59235	-53961	-40	40.300000
48621	0	0	-94	29	2	4	-65169	-71333	-59257	-53901	-40	40.300000
48621	0	0	40	27	4	31	-64599	-71451	-59352	-53802	-40	40.300000
48621	0	0	18	22	4	23	-64084	-71323	-59221	-53568	-40	40.300000
48621	0	0	13	27	-11	9	-64032	-71274	-59161	-53527	-40	40.300000
48621	0	0	17	22	13	29	-64034	-71283	-59157	-53520	-40	40.300000
49621	0	0	7	17	1	18	-64261	-71477	-59297	-53502	-40	40.300000
49621	0	0	15	28	-2	26	-64388	-71572	-59415	-53582	-40	40.300000
49621	0	0	15	29	-3	18	-64453	-71667	-59491	-53633	-40	40.300000
49621	0	0	-4	1	-9	6	-64435	-71633	-59465	-53622	-40	40.300000
49621	0	0	2	-7	-12	-6	-64453	-71650	-59480	-53623	-40	40.300000
49621	0	0	12	25	2	25	-64376	-71570	-59418	-53573	-40	40.300000
49621	0	0	2	13	3	24	-64367	-71547	-59403	-53573	-40	40.300000
49621	0	0	0	7	-11	15	-64431	-71654	-59473	-53632	-40	40.300000
49621	0	0	2	6	4	18	-64390	-71599	-59447	-53612	-40	40.300000
49621	0	0	4	13	-11	20	-64347	-71554	-59376	-53559	-40	40.300000
49621	0	0	3	18	-6	23	-64473	-71703	-59512	-53653	-40	40.300000
49621	0	0	-2	3	-6	19	-64415	-71618	-59447	-53606	-40	40.300000
49621	0	0	4	6	-9	8	-64389	-71610	-59402	-53577	-40	40.300000
49621	0	0	7	14	-10	13	-64452	-71673	-59473	-53626	-40	40.300000
49621	0	0	13	15	6	25	-64366	-71559	-59387	-53549	-40	40.300000
49621	0	0	6	10	2	12	-64408	-71592	-59433	-53587	-40	40.300000
49621	0	0	17	26	2	31	-64480	-71664	-59504	-53646	-40	40.300000
49621	0	0	9	17	3	30	-64498	-71683	-59505	-53671	-40	40.300000
49621	0	0	3	28	-9	32	-64458	-71648	-59509	-53650	-40	40.300000
49621	0	0	26	30	9	28	-64475	-71669	-59497	-53633	-40	40.300000
49621	0	0	9	20	-12	11	-64526	-71723	-59552	-53685	-40	40.300000
49621	0	0	14	22	14	29	-64428	-71609	-59469	-53630	-40	40.300000
49621	0	0	28	28	5	26	-64497	-71702	-59535	-53672	-40	40.300000
49621	0	0	12	18	-2	18	-64496	-71707	-59529	-53674	-40	40.300000
49621	0	0	17	29	4	24	-64493	-71655	-59521	-53652	-40	40.300000
50621	0	0	20	31	-1	24	-64400	-71556	-59431	-53584	-40	40.300000
50621	0	0	10	22	-2	18	-64471	-71654	-59494	-53638	-40	40.300000
50621	0	0	1	16	-8	17	-64346	-71518	-59388	-53548	-40	40.300000
50621	0	0	13	26	-5	23	-64442	-71617	-59482	-53627	-40	40.300000
50621	0	0	12	9	3	16	-64383	-71539	-59410	-53572	-40	40.300000
50621	0	0	10	23	12	29	-64423	-71617	-59461	-53612	-40	40.300000
50621	0	0	17	36	2	21	-64300	-71473	-59361	-53525	-40	40.300000
50621	0	0	-2	26	1	32	-64499	-71696	-59535	-53673	-40	40.300000
50621	0	0	14	17	8	22	-64474	-71660	-59517	-53659	-40	40.300000
50621	0	0	16	24	1	21	-64456	-71633	-59500	-53638	-40	40.400000
50621	0	0	22	31	7	29	-64520	-71739	-59561	-53684	-40	40.400000
50621	0	0	5	6	0	26	-64499	-71737	-59537	-53676	-40	40.400000
50621	0	0	4	2	-7	5	-64426	-71639	-59465	-53614	-40	40.400000
50621	0	0	4	17	6	28	-64382	-71571	-59440	-53601	-40	40.400000
50621	0	0	23	50	6	32	-64488	-71667	-59517	-53659	-40	40.400000
50621	0	0	10	10	-2	20	-64408	-71592	-59428	-53587	-40	40.400000
50621	0	0	15	11	12	22	-64481	-71670	-59512	-53660	-40	40.400000
50621	0	0	28	31	16	38	-64424	-71595	-59459	-53620	-40	40.400000
50621	0	0	12	3	0	5	-64340	-71543	-59383	-53545	-40	40.400000
50621	0	0	12	15	2	23	-64328	-71536	-59383	-53553	-40	40.400000
50621	0	0	25	42	14	40	-64285	-71454	-59307	-53477	-40	40.400000
50621	0	0	23	34	19	33	-64303	-71497	-59347	-53517	-40	40.400000
50621	0	0	6	10	1	18	-64316	-71514	-59340	-53535	-40	40.400000
50621	0	0	19	34	8	30	-64334	-71519	-59352	-53522	-40	40.400000
50621	0	0	12	20	10	29	-64357	-71553	-59385	-53545	-40	40.400000
51621	0	0	9	23	0	24	-64627	-71804	-59575	-53574	-40	40.400000
51621	0	0	19	30	4	26	-64649	-71832	-59586	-53558	-40	40.400000
51621	0	0	16	29	11	26	-64684	-71834	-59559	-53584	-40	40.400000
51621	0	0	61	62	18	53	-64808	-71908	-59595	-53588	-40	40.400000
51621	0	0	34	35	7	27	-64936	-72002	-59599	-53595	-40	40.400000
51621	0	0	5	15	3	25	-64614	-71771	-59534	-53523	-40	40.400000
51621	0	0	10	25	-3	20	-64540	-71703	-59478	-53478	-40	40.400000
51621	0	0	2	5	-7	5	-64686	-71850	-59627	-53591	-40	40.400000
51621	0	0	18	29	14	26	-64653	-71825	-59586	-53554	-40	40.400000
51621	0	0	12	19	9	27	-64786	-71882	-59587	-53646	-40	40.400000
51621	0	0	14	31	15	42	-64730	-71823	-59540	-53615	-40	40.400000
51621	0	0	28	22	0	30	-64836	-71879	-59566	-53622	-40	40.400000
51621	0	0	10	19	-4	24	-64623	-71792	-59543	-53528	-40	40.400000
51621	0	0	19	23	12	32	-64907	-71931	-59612	-53617	-40	40.400000
51621	0	0	46	43	21	33	-64927	-72023	-59673	-53657	-40	40.400000
51621	0	0	47	37	4	25	-64885	-71992	-59699	-53664	-40	40.400000
51621	0	0	19	29	-8	24	-64837	-71954	-59656	-53646	-40	40.400000
51621	0	0	-4	11	-7	14	-64835	-71957	-59659	-53644	-40	40.400000
51621	0	0	0	9	1	11	-64739	-71903	-59641	-53612	-40	40.400000
51621	0	0	10	25	5	19	-64726	-71921	-59654	-53626	-40	40.400000
51621	0	0	18	29	16	31	-64783	-71956	-59678	-53634	-40	40.400000
51621	0	0	4	15	0	28	-64748	-71915	-59660	-53634	-40	40.400000
51621	0	0	11	11	2	13	-64771	-71945	-59686	-53651	-40	40.400000
51621	0	0	17	29	7	17	-64756	-71960	-59668	-53642	-40	40.400000
51621	0	0	7	9	-3	13	-64713	-71875	-59626	-53607	-40	40.400000
52621	0	0	13	25	4	27	-64714	-71885	-59622	-53596	-40	40.400000
52621	0	0	-13	0	-5	20	-64556	-71704	-59477	-53479	-40	40.400000
52621	0	0	21	39	-2	29	-64635	-71804	-59528	-53541	-40	40.400000
52621	0	0	18	19	21	33	-64594	-71761	-59523	-53519	-40	40.400000
52621	0	0	11	17	-7	8	-64629	-71809	-59562	-53556	-40	40.400000
52621	0	0	-5	4	-4	17	-64572	-71734	-59488	-53491	-40	40.400000
52621	0	0	12	18	2	27	-64749	-71919	-59662	-53624	-40	40.400000
52621	0	0	10	37	3	33	-64684	-71876	-59603	-53594	-40	40.400000
52621	0	0	3	17	-4	29	-64718	-71910	-59635	-53614	-40	40.400000
52621	0	0	-6	2	-16	6	-64676	-71865	-59588	-53579	-40	40.500000
52621	0	0	20	19	3	18	-64569	-71726	-59503	-53504	-40	40.500000
52621	0	0	11	16	1	23	-64629	-71781	-59565	-53547	-40	40.500000
52621	0	0	9	23	-9	24	-64610	-71747	-59537	-53531	-40	40.500000
52621	0	0	5	-5	-1	8	-64642	-71819	-59561	-53551	-40	40.500000
52621	0	0	12	28	4	26	-64649	-71818	-59561	-53544	-40	40.500000
52621	0	0	16	21	2	26	-64582	-71746	-59516	-53503	-40	40.500000
52621	0	0	25	29	7	23	-64573	-71747	-59487	-53494	-40	40.500000
52621	0	0	21	34	5	31	-64660	-71853	-59567	-53565	-40	40.500000
52621	0	0	13	24	0	21	-64664	-71847	-59598	-53580	-40	40.500000
52621	0	0	-8	10	-10	16	-64572	-71731	-59503	-53515	-40	40.500000
52621	0	0	3	18	-12	10	-64643	-71829	-59567	-53556	-40	40.500000
52621	0	0	20	25	-2	15	-64619	-71789	-59551	-53562	-40	40.500000
52621	0	0	-14	0	-9	20	-64543	-71695	-59478	-53502	-40	40.500000
52621	0	0	0	19	-9	19	-64554	-71685	-59477	-53484	-40	40.500000
52621	0	0	7	26	11	27	-64633	-71784	-59540	-53553	-40	40.500000
53621	0	0	21	15	-3	12	-64804	-71914	-59644	-53467	-40	40.500000
53621	0	0	26	45	-2	33	-64810	-71925	-59644	-53443	-40	40.500000
53621	0	0	18	18	13	28	-64888	-72001	-59700	-53487	-40	40.500000
53621	0	0	18	33	2	25	-64937	-72074	-59765	-53543	-40	40.500000
53621	0	0	18	30	15	28	-64891	-71997	-59705	-53495	-40	40.500000
53621	0	0	19	21	2	31	-65046	-72202	-59865	-53625	-40	40.500000
53621	0	0	9	17	-1	21	-64979	-72126	-59807	-53577	-40	40.500000
53621	0	0	27	28	9	30	-64978	-72085	-59792	-53555	-40	40.500000
53621	0	0	13	35	5	34	-64964	-72101	-59814	-53588	-40	40.500000
53621	0	0	12	11	11	19	-64943	-72101	-59781	-53556	-40	40.500000
53621	0	0	0	1	-6	17	-65032	-72181	-59856	-53614	-40	40.500000
53621	0	0	20	26	12	32	-64924	-72074	-59771	-53534	-40	40.500000
53621	0	0	10	8	-7	10	-64934	-72118	-59777	-53557	-40	40.500000
53621	0	0	25	19	22	28	-64898	-72025	-59728	-53509	-40	40.500000
53621	0	0	12	19	1	17	-64907	-72053	-59753	-53529	-40	40.500000
53621	0	0	14	28	10	27	-64946	-72077	-59800	-53552	-40	40.500000
53621	0	0	23	31	10	24	-65025	-72170	-59846	-53615	-40	40.500000
53621	0	0	-1	-8	-1	4	-64990	-72159	-59819	-53603	-40	40.500000
53621	0	0	10	11	1	8	-65009	-72142	-59840	-53609	-40	40.500000
53621	0	0	8	22	-15	12	-64995	-72132	-59833	-53598	-40	40.500000
53621	0	0	9	16	-2	19	-65006	-72151	-59835	-53592	-40	40.500000
53621	0	0	16	26	3	25	-64956	-72105	-59785	-53557	-40	40.500000
53621	0	0	5	27	-3	25	-64959	-72116	-59803	-53566	-40	40.500000
53621	0	0	7	20	4	26	-64952	-72052	-59784	-53526	-40	40.500000
53621	0	0	13	20	1	25	-64980	-72120	-59820	-53586	-40	40.500000
54621	0	0	-9	-8	-12	11	-64957	-72101	-59788	-53553	-40	40.500000
54621	0	0	17	31	9	30	-64963	-72101	-59783	-53565	-40	40.500000
54621	0	0	19	35	13	39	-65019	-72164	-59843	-53591	-40	40.500000
54621	0	0	15	31	-2	17	-65001	-72152	-59830	-53594	-40	40.500000
54621	0	0	6	6	4	20	-65030	-72206	-59855	-53627	-40	40.500000
54621	0	0	4	15	-9	21	-65072	-72240	-59906	-53647	-40	40.500000
54621	0	0	21	26	23	32	-65096	-72263	-59945	-53688	-40	40.500000
54621	0	0	16	25	1	25	-65026	-72172	-59856	-53609	-40	40.500000
54621	0	0	15	19	12	27	-65061	-72220	-59902	-53662	-40	40.500000
54621	0	0	20	27	3	20	-65003	-72145	-59841	-53598	-40	40.600000
54621	0	0	16	22	-11	11	-64982	-72117	-59812	-53584	-40	40.600000
54621	0	0	8	12	-10	11	-64946	-72097	-59777	-53538	-40	40.600000
54621	0	0	22	14	7	16	-64999	-72138	-59821	-53586	-40	40.600000
54621	0	0	19	18	9	24	-65009	-72129	-59832	-53584	-40	40.600000
54621	0	0	-10	12	-9	19	-65030	-72181	-59865	-53602	-40	40.600000
54621	0	0	1	24	7	35	-64958	-72079	-59785	-53531	-40	40.600000
54621	0	0	15	24	11	24	-65060	-72206	-59861	-53624	-40	40.600000
54621	0	0	4	17	2	19	-65001	-72140	-59840	-53602	-40	40.600000
54621	0	0	32	37	11	25	-64953	-72088	-59809	-53576	-40	40.600000
54621	0	0	3	17	0	17	-64902	-72022	-59746	-53520	-40	40.600000
54621	0	0	18	30	15	23	-64926	-72051	-59765	-53518	-40	40.600000
54621	0	0	25	41	12	28	-64887	-71989	-59729	-53467	-40	40.600000
54621	0	0	5	23	-4	19	-64903	-72043	-59753	-53496	-40	40.600000
54621	0	0	24	29	7	27	-64939	-72083	-59776	-53529	-40	40.600000
54621	0	0	-2	-1	-6	15	-64883	-72027	-59743	-53513	-40	40.600000
55621	0	0	-4	6	-12	13	-65207	-72259	-59984	-53515	-40	40.600000
55621	0	0	14	31	3	32	-65318	-72381	-60067	-53564	-40	40.600000
55621	0	0	9	20	-3	18	-65270	-72316	-60033	-53520	-40	40.600000
55621	0	0	20	23	11	34	-65268	-72324	-60006	-53527	-40	40.600000
